Date,Rain
10-03-2019,448
11-03-2019,443
12-03-2019,439
13-03-2019,433
14-03-2019,429
15-03-2019,424
16-03-2019,420
17-03-2019,415
18-03-2019,411
19-03-2019,406
20-03-2019,406
21-03-2019,396
22-03-2019,391
23-03-2019,386
24-03-2019,380
25-03-2019,374
26-03-2019,386
27-03-2019,362
28-03-2019,356
29-03-2019,350
30-03-2019,344
31-03-2019,344
01-04-2019,333
02-04-2019,328
03-04-2019,324
04-04-2019,321
05-04-2019,317
06-04-2019,313
07-04-2019,308
08-04-2019,303
09-04-2019,298
10-04-2019,293
11-04-2019,288
12-04-2019,283
13-04-2019,278
14-04-2019,273
15-04-2019,268
16-04-2019,263
17-04-2019,258
18-04-2019,254
19-04-2019,250
20-04-2019,245
21-04-2019,241
22-04-2019,237
23-04-2019,232
24-04-2019,227
25-04-2019,222
26-04-2019,217
27-04-2019,212
28-04-2019,207
29-04-2019,202
30-04-2019,197
01-05-2019,193
02-05-2019,189
03-05-2019,185
04-05-2019,181
05-05-2019,177
06-05-2019,173
07-05-2019,169
08-05-2019,166
09-05-2019,162
10-05-2019,158
11-05-2019,153
12-05-2019,148
13-05-2019,143
14-05-2019,138
15-05-2019,133
16-05-2019,128
17-05-2019,123
18-05-2019,118
19-05-2019,114
20-05-2019,109
21-05-2019,104
22-05-2019,100
23-05-2019,95
24-05-2019,90
25-05-2019,85
26-05-2019,82
27-05-2019,79
28-05-2019,74
29-05-2019,69
30-05-2019,64
31-05-2019,59
01-06-2019,56
02-06-2019,53
03-06-2019,50
04-06-2019,48
05-06-2019,46
06-06-2019,44
07-06-2019,42
08-06-2019,40
09-06-2019,38
10-06-2019,36
11-06-2019,34
12-06-2019,32
13-06-2019,30
14-06-2019,28
15-06-2019,27
16-06-2019,26
17-06-2019,25
18-06-2019,24
19-06-2019,23
20-06-2019,22
21-06-2019,21
22-06-2019,20
23-06-2019,20
24-06-2019,19
25-06-2019,19
26-06-2019,19
27-06-2019,18
28-06-2019,18
29-06-2019,18
30-06-2019,18
01-07-2019,18
02-07-2019,17
03-07-2019,17
04-07-2019,17
05-07-2019,17
06-07-2019,17
07-07-2019,17
08-07-2019,17
09-07-2019,17
10-07-2019,16
11-07-2019,16
12-07-2019,16
13-07-2019,16
14-07-2019,16
15-07-2019,16
16-07-2019,16
17-07-2019,16
18-07-2019,16
19-07-2019,16
20-07-2019,16
21-07-2019,16
22-07-2019,16
23-07-2019,16
24-07-2019,16
25-07-2019,16
26-07-2019,16
27-07-2019,16
28-07-2019,16
29-07-2019,16
30-07-2019,16
31-07-2019,16
01-08-2019,16
02-08-2019,16
03-08-2019,16
04-08-2019,16
05-08-2019,16
06-08-2019,16
07-08-2019,16
08-08-2019,16
09-08-2019,16
10-08-2019,16
11-08-2019,16
12-08-2019,16
13-08-2019,16
14-08-2019,16
15-08-2019,16
16-08-2019,16
17-08-2019,16
18-08-2019,16
19-08-2019,16
20-08-2019,16
21-08-2019,16
22-08-2019,16
23-08-2019,16
24-08-2019,16
25-08-2019,16
26-08-2019,16
27-08-2019,16
28-08-2019,16
29-08-2019,16
30-08-2019,16
31-08-2019,16
01-09-2019,16
02-09-2019,16
03-09-2019,16
04-09-2019,16
05-09-2019,16
06-09-2019,16
07-09-2019,16
08-09-2019,16
09-09-2019,16
10-09-2019,15
11-09-2019,15
12-09-2019,15
13-09-2019,15
14-09-2019,15
15-09-2019,15
16-09-2019,15
17-09-2019,15
18-09-2019,15
19-09-2019,15
20-09-2019,208
21-09-2019,278
22-09-2019,307
23-09-2019,322
24-09-2019,327
25-09-2019,366
26-09-2019,433
27-09-2019,478
28-09-2019,491
29-09-2019,503
30-09-2019,553
01-10-2019,597
02-10-2019,649
03-10-2019,695
04-10-2019,742
05-10-2019,783
06-10-2019,824
07-10-2019,860
08-10-2019,896
09-10-2019,938
10-10-2019,967
11-10-2019,1011
12-10-2019,1026
13-10-2019,1041
14-10-2019,1033
15-10-2019,1041
16-10-2019,1111
17-10-2019,1143
18-10-2019,1177
19-10-2019,1194
20-10-2019,1220
21-10-2019,1237
22-10-2019,1273
23-10-2019,1310
24-10-2019,1367
25-10-2019,1406
26-10-2019,1436
27-10-2019,1467
28-10-2019,1487
29-10-2019,1500
30-10-2019,1582
31-10-2019,1648
01-11-2019,1682
02-11-2019,1694
03-11-2019,1694
04-11-2019,1671
05-11-2019,1648
06-11-2019,1617
07-11-2019,1582
08-11-2019,1550
09-11-2019,1518
10-11-2019,1489
11-11-2019,1465
12-11-2019,1446
13-11-2019,1416
14-11-2019,1386
15-11-2019,1358
16-11-2019,1320
17-11-2019,1292
18-11-2019,1255
19-11-2019,1225
20-11-2019,1190
21-11-2019,1160
22-11-2019,1127
23-11-2019,1095
24-11-2019,1056
25-11-2019,1011
26-11-2019,989
27-11-2019,967
28-11-2019,945
29-11-2019,938
30-11-2019,938
01-12-2019,989
02-12-2019,1229
03-12-2019,1426
04-12-2019,1518
05-12-2019,1550
06-12-2019,1572
07-12-2019,1565
08-12-2019,1572
09-12-2019,1582
10-12-2019,1593
11-12-2019,1593
12-12-2019,1593
13-12-2019,1586
14-12-2019,1582
15-12-2019,1572
16-12-2019,1560
17-12-2019,1556
18-12-2019,1530
19-12-2019,1535
20-12-2019,1529
21-12-2019,1522
22-12-2019,1514
23-12-2019,1497
24-12-2019,1476
25-12-2019,1456
26-12-2019,1456
27-12-2019,1450
28-12-2019,1438
29-12-2019,1436
30-12-2019,1434
31-12-2019,1430
01-01-2020,1426
02-01-2020,1430
03-01-2020,1430
04-01-2020,1432
05-01-2020,1444
06-01-2020,1460
07-01-2020,1481
08-01-2020,1497
09-01-2020,1503
10-01-2020,1510
11-01-2020,1516
12-01-2020,1518
13-01-2020,1518
14-01-2020,1520
15-01-2020,1522
16-01-2020,1524
17-01-2020,1523
18-01-2020,1520
19-01-2020,1511
20-01-2020,1507
21-01-2020,1505
22-01-2020,1503
23-01-2020,1497
24-01-2020,1489
25-01-2020,1478
26-01-2020,1468
27-01-2020,1487
28-01-2020,1507
29-01-2020,1526
30-01-2020,1546
31-01-2020,1563
01-02-2020,1584
02-02-2020,1608
03-02-2020,1632
04-02-2020,1657
05-02-2020,1682
06-02-2020,1707
07-02-2020,1730
08-02-2020,1774
09-02-2020,1816
10-02-2020,1826
11-02-2020,1829
12-02-2020,1832
13-02-2020,1836
14-02-2020,1841
15-02-2020,1832
16-02-2020,1819
17-02-2020,1798
18-02-2020,1781
19-02-2020,1767
20-02-2020,1751
21-02-2020,1732
22-02-2020,1712
23-02-2020,1691
24-02-2020,1673
25-02-2020,1657
26-02-2020,1637
27-02-2020,1616
28-02-2020,1593
29-02-2020,1571
01-03-2020,1548
02-03-2020,1526
03-03-2020,1503
04-03-2020,1473
05-03-2020,1444
06-03-2020,1415
07-03-2020,1400
08-03-2020,1390
09-03-2020,1390
10-03-2020,1392
11-03-2020,1405
12-03-2020,1424
13-03-2020,1444
14-03-2020,1467
15-03-2020,1490
16-03-2020,1512
17-03-2020,1520
18-03-2020,1524
19-03-2020,1526
20-03-2020,1526
21-03-2020,1509
22-03-2020,1495
23-03-2020,1478
24-03-2020,1470
25-03-2020,1493
26-03-2020,1493
27-03-2020,1485
28-03-2020,1482
29-03-2020,1476
30-03-2020,1472
31-03-2020,1460
01-04-2020,1438
02-04-2020,1420
03-04-2020,1392
04-04-2020,1370
05-04-2020,1350
06-04-2020,1329
07-04-2020,1306
08-04-2020,1283
09-04-2020,1260
10-04-2020,1260
11-04-2020,1240
12-04-2020,1218
13-04-2020,1194
14-04-2020,1168
15-04-2020,1143
16-04-2020,1117
17-04-2020,1091
18-04-2020,1065
19-04-2020,1040
20-04-2020,1014
21-04-2020,989
22-04-2020,963
23-04-2020,949
24-04-2020,935
25-04-2020,921
26-04-2020,908
27-04-2020,910
28-04-2020,890
29-04-2020,876
30-04-2020,862
01-05-2020,849
02-05-2020,835
03-05-2020,822
04-05-2020,809
05-05-2020,795
06-05-2020,782
07-05-2020,768
08-05-2020,754
09-05-2020,741
10-05-2020,727
11-05-2020,713
12-05-2020,699
13-05-2020,692
14-05-2020,678
15-05-2020,664
16-05-2020,650
17-05-2020,636
18-05-2020,609
19-05-2020,587
20-05-2020,563
21-05-2020,540
22-05-2020,520
23-05-2020,501
24-05-2020,483
25-05-2020,465
26-05-2020,447
27-05-2020,430
28-05-2020,413
29-05-2020,396
30-05-2020,396
31-05-2020,392
01-06-2020,377
02-06-2020,367
03-06-2020,365
04-06-2020,365
05-06-2020,371
06-06-2020,373
07-06-2020,77
08-06-2020,380
09-06-2020,380
10-06-2020,379
11-06-2020,375
12-06-2020,370
13-06-2020,360
14-06-2020,354
15-06-2020,347
16-06-2020,342
17-06-2020,338
18-06-2020,334
19-06-2020,330
20-06-2020,325
21-06-2020,310
22-06-2020,303
23-06-2020,297
24-06-2020,290
25-06-2020,285
26-06-2020,281
27-06-2020,271
28-06-2020,256
29-06-2020,244
30-06-2020,232
01-07-2020,222
02-07-2020,212
03-07-2020,205
04-07-2020,199
05-07-2020,190
06-07-2020,178
07-07-2020,165
08-07-2020,159
09-07-2020,152
10-07-2020,155
11-07-2020,148
12-07-2020,144
13-07-2020,140
14-07-2020,133
15-07-2020,129
16-07-2020,124
17-07-2020,120
18-07-2020,116
19-07-2020,115
20-07-2020,114
21-07-2020,113
22-07-2020,112
23-07-2020,110
24-07-2020,108
25-07-2020,105
26-07-2020,99
27-07-2020,96
28-07-2020,94
29-07-2020,91
30-07-2020,88
31-07-2020,85
01-08-2020,85
02-08-2020,85
03-08-2020,96
04-08-2020,109
05-08-2020,120
06-08-2020,128
07-08-2020,130
08-08-2020,130
09-08-2020,130
10-08-2020,128
11-08-2020,127
12-08-2020,130
13-08-2020,130
14-08-2020,128
15-08-2020,127
16-08-2020,125
17-08-2020,123
18-08-2020,122
19-08-2020,120
20-08-2020,118
21-08-2020,116
22-08-2020,115
23-08-2020,114
24-08-2020,112
25-08-2020,110
26-08-2020,108
27-08-2020,106
28-08-2020,104
29-08-2020,102
30-08-2020,100
31-08-2020,98
01-09-2020,95
02-09-2020,92
03-09-2020,89
04-09-2020,86
05-09-2020,83
06-09-2020,80
07-09-2020,77
08-09-2020,75
09-09-2020,73
10-09-2020,73
11-09-2020,71
12-09-2020,69
13-09-2020,67
14-09-2020,67
15-09-2020,65
16-09-2020,63
17-09-2020,61
18-09-2020,59
19-09-2020,69
20-09-2020,87
21-09-2020,109
22-09-2020,156
23-09-2020,216
24-09-2020,277
25-09-2020,341
26-09-2020,405
27-09-2020,462
28-09-2020,520
29-09-2020,582
30-09-2020,647
01-10-2020,712
02-10-2020,774
03-10-2020,837
04-10-2020,894
05-10-2020,945
06-10-2020,989
07-10-2020,1033
08-10-2020,1087
09-10-2020,1135
10-10-2020,1177
11-10-2020,1211
12-10-2020,1246
13-10-2020,1277
14-10-2020,1295
15-10-2020,1295
16-10-2020,1295
17-10-2020,1297
18-10-2020,1299
19-10-2020,1297
20-10-2020,1295
21-10-2020,1295
22-10-2020,1299
23-10-2020,1310
24-10-2020,1327
25-10-2020,1477
26-10-2020,1518
27-10-2020,1529
28-10-2020,1523
29-10-2020,1529
30-10-2020,1540
31-10-2020,1550
01-11-2020,1540
02-11-2020,1530
03-11-2020,1530
04-11-2020,1530
05-11-2020,1508
06-11-2020,1487
07-11-2020,1477
08-11-2020,1467
09-11-2020,1454
10-11-2020,1440
11-11-2020,1424
12-11-2020,1400
13-11-2020,1381
14-11-2020,1363
15-11-2020,1358
16-11-2020,1416
17-11-2020,1446
18-11-2020,1518
19-11-2020,1582
20-11-2020,1628
21-11-2020,1675
22-11-2020,1719
23-11-2020,1751
24-11-2020,1786
25-11-2020,1841
26-11-2020,2006
27-11-2020,2214
28-11-2020,2742
29-11-2020,2814
30-11-2020,2848
01-12-2020,2902
02-12-2020,2873
03-12-2020,2867
